votes,user_id,review_id,stars,date,text,type,business_id
"{'funny': 0, 'useful': 0, 'cool': 0}",7iim_N5sI-bLoGUyECPS9Q,x1YIQwxdmUSM6QroberloQ,4,2011-07-05,"My wife & I visited this place while staying in Vegas.  We LOVED it!  The BBQ is super tender and just dripping with flavour.  The spices and BBQ sauce combination they use is something your taste buds just love.  The bread at the table is ""ok"" nothing special but the BBQ meats are so tender & juicy.  The sides are also very good, I had the BBQ beans that were just the right balance of sweet & spice.   The service we received from ""Carrie"" was nothing short or epic.  She answered all our questions & was always checking on us.  Yea, well be back here as soon as our next visit to Vegas permits.",review,uSbUk-3UcgzTPpzyL9dgJQ
"{'funny': 0, 'useful': 0, 'cool': 0}",8i_2RRB1U16gTipORCNZvQ,XCsSu-MFAy7O8-dtX6_nMQ,2,2008-09-27,"First off I would like to say that the service here is not bad. However, I did observe two employees standing off to the side chatting amongst each other incorporating a bit of profanity and not really working. I was recommended to go here with the expectation that ""this is the best steak house in Vegas."" I am sorry to say that it's not true, the fillet Mignon wasn't bad but it didn't wow me at all. The T bone steak was better than sucks, it was not bad to the point where I would say it sucked but it was definitely not good. I was really shocked to have not experienced A+ grade food in a place that's all about the service industry.",review,btp0v0Qk7CmOmuMdt3aqkQ
"{'funny': 0, 'useful': 0, 'cool': 0}",5pn0Rb0RSvt7IkPLWsGeZg,CZfC-jR43p5JNaNyDLaP-w,4,2011-04-26,"Hooray!  The meat, rice, and vegis were hot!  This is only the first sampling of the new incarnation of this place. If they keep it up they'll be busy again. There is nothing like a banner or shaker boarder to let people know this place has reopened so that could hurt them. I encourage people to patronize this joint because there is no other teriyaki joint up here that I like. So yes, I am being selfish!!!

What I got:
Regular steak and chicken w/white rice and a small drink. 

Next time: Yakisoba!",review,M7AMdpRP1rOol5JMYeg3dg
"{'funny': 1, 'useful': 6, 'cool': 6}",gq_G5VCDziyEV2-bzGuqzw,8XDEpG2jWRJ0lCqHI_fXZA,5,2007-11-03,"Another ""here I am, thanking you for this later"" review that would make my mom absolutely pleased as punch to see.

The education is unmatched, the teachers are passionate, and I am so very proud of my vocabulary.

I didn't make any ""lasting friendships"" and I'm not really one to take advantage of nepotism, so I don't foresee any incredible networking opportunities stemming from my high school education, but I really got to experience some wonderful things at an appropriate age.

The most important factor of my education here was the integrated empowerment. This comes innately with most same-sex educations, but Xavier really encourages the girls to become strong women.

If I do have kids in the Phoenix area, they will go either here or to Brophy.",review,XfQelffgasSjLr8DeyGqHw
"{'funny': 0, 'useful': 1, 'cool': 1}",yNnsR6FFYG228RtFibKDaw,K9DkbAO-pfwBWcxxrwcjLw,4,2010-06-29,"This is a great pediatric practice. I've been taking my son here after he was born. The doctors are caring and knowledgeable. The nurses and from
Front desk staff are caring. I've never felt pressured about anything and all my questions have always been answered. I've dealt with 6 of the doctors in the practice, 3 on a pretty regular basis. Our primary doctor is Dr. Tyabji. She is excellent and very caring. She has called me at home to personally ask how how son is doing or to check on his condition. She has also called me to give me test results. I don't know many doctors nowadays that will do that. Dr. Naiman is also very good. He helped us quite a bit in conjunction with Dr. Tyabji when we were dealing with a pretty bad MRSA infection. I highly recommend this practice.",review,J7k8cUbbQESp3AtbKi6pig
"{'funny': 0, 'useful': 0, 'cool': 0}",hCGUcpl16plQ2wmVncJI8Q,_yAy2Tfqs6bWI3p4yNIoBQ,3,2011-09-02,"If you're in Caesar's Palace for a show and want a nearby casual meal, this is the place.  It's only a few steps away from the showroom, and they have pretty good burgers in the $13-$14 range.  I had their bleu cheese burger, which comes with bacon and mushrooms.  Wife had halibut with capers for $20,and it was satisfying and better than expected actually.",review,CXrz1RkXWjzg5Of8huhOpA
"{'funny': 5, 'useful': 3, 'cool': 3}",7-zMaU9rwUo0yl2f6uM60w,yuytyk4eB_2YFMPMeacFeQ,4,2013-11-12,"Ah, Steve (we're super tight, so that's what I call him) ... you have REALLY outdone yourself this time.

You know... when you built the Bellagio, and you were asking me what I thought of the lights in the lobby, and I said, ""Steve, don't you think you're going totally overboard with the Chihulli *lamp* in the darn lobby?!?!?!"" ""Why don't you just tone it down a notch?""

Steve listened.

He built Encore with me in mind .. you know -- simply put ... the guy just gets me. 

Simple elegance, attention to detail .... great customer service. I felt like a princess during my entire stay.

Why knock a star? When we arrived, glasses in the room were missing, and our ice bucket was filled with water from the previous guest, with no new bag inserted.

Steve, you know I love you, so you know I've got to be telling you like it is.

xoxox!",review,eRRyfI6QVvSviirRF8UGzQ
"{'funny': 0, 'useful': 0, 'cool': 0}",CWfO9sFns8LAOs2kunsF2g,2e44LAya93yPWGUL6T3dZw,5,2014-01-03,A little off the beaten path but only by a block. Truffle egg sandwich was incredible! And the potatoes were so well flavored you didn't need to add ketchup or hot sauce. Just an all around great dining experience.,review,ZP6qFq7LUh6Tr7WHPoOW6g
"{'funny': 0, 'useful': 3, 'cool': 2}",96qekpUBXmq3okuznAtIAQ,g75QXwxXXp5jMWVW4398hg,4,2008-02-20,"I love the Chinos for lunch.
 I Love it even more for dinner (you see the distinction? I used a capitol ""L""). There are always wonderful Mexican-Chinese fusion plates, but there are actually available tables to sit at for dinner. To some, this combination may sounds like heaven and to others, a gut-bomb, but no matter.....You must go and try it. It is impossible not to fall in love! I am not sure where ""jerk"" spices originated, but the food is infused with those tasty flavors as well. 

If you have never been to the Chinos before, don't fret. There are samples available of just about everything on the menu. Also, you may want to have the staff walk you through how to order on your first visit, as the process can be a bit confusing. Each meal is topped off with a cookie, usually snicker doodle, but if you are really lucky, you may be blessed with a chocolate lava. Best wishes and go hungry!",review,Zx8_4zKdDBSO3qGrkukBIA
"{'funny': 2, 'useful': 3, 'cool': 1}",TjZhQBLKayZRxq6-Blt9HA,-9zti0tyRWclKDWP5brzuA,1,2011-12-26,"They didn't accept my vertical driver's license even though it is still legal, I use it everywhere in NYC, and I'm 29. Fuck them and their straight bartenders. Won't be going back.",review,jQt1xMibtitBczJN6LXT1Q
"{'funny': 0, 'useful': 0, 'cool': 0}",Y_MGR48ZUlUouQrNQrEeVA,oWBGC-f8LTmZd-VmwTN_bg,5,2014-01-20,The Lechon here is great always have a ton of delicious Boba flavored and rotating dishes .. Some of the best Filipino food I've ever had...the watermelon boba is probably my favorite thing there and you have to try the cassava cake.,review,v0UcWfHvGgYZYFobaSOr8A
"{'funny': 2, 'useful': 2, 'cool': 0}",tfZQJntwYi91D71_IjBQzQ,QfhEuMavyqaJHEJAJ8yfQA,4,2014-05-08,"I love this place but this place is no longer a five star for me until they fix the Cali roll. It's getting worse and worse. The sushi roll is just falling apart. No good!!! 

As of 06/01/2014
Sushi is back to normal. They probably hired a new chef (: yay!!! I will still leave it at a four star. But just for those who do read my review... You notice that it says online ordering. Keep in mind that it's a third party being used. A different company picks up the food and drops it off to your house. It's not actually 808 that's dropping off the food like Pizza Hut!!!",review,FC4q3hJyF8oo984xoo3RMg
"{'funny': 6, 'useful': 14, 'cool': 14}",NjOYSgr2LNMoSPi4e140Ig,0xgZw4xsEZNs3IPj4XtQDg,4,2012-01-16,"Ok so had passed this place previously while they were pretty much under construction. I was thinking oh great another pizza joint set up on a crappy corner.

Well I decided to check it out once opened...so here I am after getting a taste of the goods :)

First of all the place has a massive menu! I mean MASSIVE in every sense of the word! lol

It was almost impossible to decide on what to try, as I reviewed one item after another, each became more desirable and so on.

Decided to do the lunch specials since we were there between 10-3pm why not plus we can try multiple things and not break the bank! lol All lunch specials are $5.

We ordered three lunch specials and split them between the two of us.

1. small pep pizza, can't go to Happy's pizza and not order a pizza pie!
2. Jumbo fried shrimp dinner w/fries and coleslaw
3. any 6 inch sub and fries, we tried the Italian which came with a yummy Italian dressing! Mmmmm yum!

Three lunch specials at $5x3 plus two drinks our total was change short of a $20!

The pizza was good, a nice sweet sauce, fresh, cheesy and the crust was chewy and good.

The Italian sub was great, good flavor.

The fried shrimp were good, makes for a nice appetizer.

They have good french fries, enjoyed them lots.

Their coleslaw is different and delicious! I suggest trying it!

Next time I will save room for dessert, def want to try their banana pudding!",review,XYiT9CI5hQsIR-ALddx_dg
"{'funny': 0, 'useful': 0, 'cool': 0}",L8QWVWo-h0DrHjY5ECCG1Q,rv2E5Gse-xBc7uqeJZ_JEQ,2,2013-09-30,The quad formerly imperial palace. Major renovations being done here but they haven't done the rooms yet. Hopefully next time I visit it will be done. But......it's a step up from what it was for sure. Can't ever beat that location either.,review,lfZxfFG6-ZUi-vx0D5vfaQ
"{'funny': 0, 'useful': 0, 'cool': 0}",VG91DXastcaRO-ocJjkcPA,pRF7p24bcUMkrHEZTbTA3w,2,2011-03-31,"I have to say that I'm underwhelmed with the level of Customer Service I received from Progressive.  So much so, that I'm going to USAA now that my claim is over.  I filed a claim and my car was not looked at for almost an entire week.  (Concierge Claims Service?) Then, the shop that was repairing my vehicle had to call for a ""supplemental"" issue.  You guessed it... 4 more days before I even got a call.  

Incidentally, the DID cover my issue and they did pay promptly.  If I'm paying a premium fee, I expect to be treated much much better.  The USAA insurance rate was SIGNIFICANTLY less.",review,KUBfTctWDelcgQwW8t4GxQ
"{'funny': 3, 'useful': 3, 'cool': 3}",jopndPrv-H5KW2CfScnw9A,Zf50TmwnIlQFwy-15FFPug,4,2009-11-02,"Fresh and Easy sells their own brand of produce,meats,condiments, desserts,dairy, and prepackaged food at an affordable price. They also sell a few brand name products that you would get at any other grocery store. Everytime I come here I load up a small basket and I never spend over $30. If I went to Fry's I would have spent $60 easily. The prices are great and they do not skimp on quality. I love that I can try new things without breaking the bank!",review,s5_17bbWETxeeXaIukZxfg
"{'funny': 0, 'useful': 0, 'cool': 0}",CPvgMzcx-dqP9EU2cKoJjQ,EFQWR7hjhfI4961JAD8hLQ,4,2013-08-17,"If you are in the mood for a sub sandwich this is the place. Made to order, fresh, fast and at a good price. The shakes are also very good.",review,dYZ9YiA1JYlFoul-yorXSQ
